time,latitude,longitude,depth,species_nr,scientific_name,common_name,length_fish,number_seen
2014-07-24T00:00:00Z,24.68007,-82.88527,13.4,210,Hypoplectrus puella,barred hamlet,9,2
2014-07-20T00:00:00Z,24.63858,-82.85073,17.4,210,Hypoplectrus puella,barred hamlet,7,1
2014-06-06T00:00:00Z,24.60206,-82.91083,16.5,210,Hypoplectrus puella,barred hamlet,9,1
2014-06-08T00:00:00Z,24.64062,-82.96698,19.7,210,Hypoplectrus puella,barred hamlet,7,1
2014-06-08T00:00:00Z,24.64182,-82.9652,23.7,210,Hypoplectrus puella,barred hamlet,9,1
2014-06-03T00:00:00Z,24.71839,-82.84185,10.4,210,Hypoplectrus puella,barred hamlet,4,1
2014-06-03T00:00:00Z,24.67926,-82.89917,6.9,210,Hypoplectrus puella,barred hamlet,7,1
2014-07-21T00:00:00Z,24.61073,-82.9382,13,210,Hypoplectrus puella,barred hamlet,8,1
2014-06-03T00:00:00Z,24.68882,-82.88623,10.9,211,Hypoplectrus tann,tan hamlet,10,1
2014-07-26T00:00:00Z,24.56498,-82.95345,20.6,212,Hypoplectrus unicolor,butter hamlet,8,1
2014-07-26T00:00:00Z,24.56482,-82.95357,21.6,212,Hypoplectrus unicolor,butter hamlet,9,1
2014-07-26T00:00:00Z,24.57494,-82.94838,17,212,Hypoplectrus unicolor,butter hamlet,7,1
2014-07-26T00:00:00Z,24.57571,-82.94799,16.7,212,Hypoplectrus unicolor,butter hamlet,5,2
2014-07-26T00:00:00Z,24.57571,-82.94799,16.7,212,Hypoplectrus unicolor,butter hamlet,6,1
2014-07-26T00:00:00Z,24.5827,-82.9224,10,212,Hypoplectrus unicolor,butter hamlet,6,2
2014-07-24T00:00:00Z,24.59484,-82.94127,14.2,212,Hypoplectrus unicolor,butter hamlet,5,3
2014-07-24T00:00:00Z,24.59479,-82.94137,14.8,212,Hypoplectrus unicolor,butter hamlet,7,1
2014-07-24T00:00:00Z,24.59479,-82.94137,14.8,212,Hypoplectrus unicolor,butter hamlet,9,1
2014-07-20T00:00:00Z,24.6908,-82.77027,20.6,212,Hypoplectrus unicolor,butter hamlet,8,1
2014-06-03T00:00:00Z,24.72269,-82.83127,19.2,212,Hypoplectrus unicolor,butter hamlet,7,1
2014-06-02T00:00:00Z,24.72397,-82.81369,17.7,212,Hypoplectrus unicolor,butter hamlet,6,1
2014-06-02T00:00:00Z,24.72389,-82.81352,17,212,Hypoplectrus unicolor,butter hamlet,9,1
2014-07-26T00:00:00Z,24.57245,-82.94642,15.9,212,Hypoplectrus unicolor,butter hamlet,6,1
2014-06-09T00:00:00Z,24.58276,-82.91179,10.7,212,Hypoplectrus unicolor,butter hamlet,10,1
2014-06-09T00:00:00Z,24.58263,-82.91177,11.2,212,Hypoplectrus unicolor,butter hamlet,7,1
2014-07-26T00:00:00Z,24.58005,-82.92488,10.9,212,Hypoplectrus unicolor,butter hamlet,6,1
2014-07-26T00:00:00Z,24.58009,-82.92488,9.2,212,Hypoplectrus unicolor,butter hamlet,6,1
2014-07-26T00:00:00Z,24.58009,-82.92488,9.2,212,Hypoplectrus unicolor,butter hamlet,8,1
2014-06-09T00:00:00Z,24.5913,-82.87609,14,212,Hypoplectrus unicolor,butter hamlet,9,1
2014-06-09T00:00:00Z,24.5913,-82.87609,14,212,Hypoplectrus unicolor,butter hamlet,10,1
2014-06-09T00:00:00Z,24.59122,-82.87611,14.2,212,Hypoplectrus unicolor,butter hamlet,9,1
2014-06-02T00:00:00Z,24.72251,-82.79657,14.2,212,Hypoplectrus unicolor,butter hamlet,13,1
2014-06-02T00:00:00Z,24.72246,-82.79674,13.6,212,Hypoplectrus unicolor,butter hamlet,8,1
2014-07-26T00:00:00Z,24.56245,-82.94776,21.2,212,Hypoplectrus unicolor,butter hamlet,8,1
2014-07-26T00:00:00Z,24.56239,-82.94773,20.3,212,Hypoplectrus unicolor,butter hamlet,9,1
2014-07-26T00:00:00Z,24.56232,-82.94662,20,212,Hypoplectrus unicolor,butter hamlet,5,1
2014-07-26T00:00:00Z,24.56501,-82.95475,20,212,Hypoplectrus unicolor,butter hamlet,10,1
2014-07-26T00:00:00Z,24.56501,-82.95475,20.9,212,Hypoplectrus unicolor,butter hamlet,5,1
2014-07-26T00:00:00Z,24.56501,-82.95475,20.9,212,Hypoplectrus unicolor,butter hamlet,11,1
2014-07-26T00:00:00Z,24.56573,-82.95543,17.7,212,Hypoplectrus unicolor,butter hamlet,11,1
2014-07-26T00:00:00Z,24.56593,-82.9553,18.3,212,Hypoplectrus unicolor,butter hamlet,6,1
2014-07-26T00:00:00Z,24.58228,-82.92742,14,212,Hypoplectrus unicolor,butter hamlet,7,1
2014-06-06T00:00:00Z,24.59417,-82.91268,13.3,212,Hypoplectrus unicolor,butter hamlet,7,1
2014-06-09T00:00:00Z,24.59759,-82.86997,19.4,212,Hypoplectrus unicolor,butter hamlet,7,1
2014-06-09T00:00:00Z,24.59754,-82.86995,14.8,212,Hypoplectrus unicolor,butter hamlet,8,1
2014-07-24T00:00:00Z,24.59869,-82.94035,13.3,212,Hypoplectrus unicolor,butter hamlet,8,1
2014-07-20T00:00:00Z,24.62216,-82.82993,9.8,212,Hypoplectrus unicolor,butter hamlet,10,1
2014-07-20T00:00:00Z,24.62207,-82.8299,12.2,212,Hypoplectrus unicolor,butter hamlet,7,1
2014-07-27T00:00:00Z,24.62442,-82.96305,21.8,212,Hypoplectrus unicolor,butter hamlet,7,1
2014-07-27T00:00:00Z,24.62442,-82.96305,21.8,212,Hypoplectrus unicolor,butter hamlet,8,1
2014-06-02T00:00:00Z,24.71257,-82.79432,11.8,212,Hypoplectrus unicolor,butter hamlet,7,1
2014-06-09T00:00:00Z,24.61817,-82.8657,10.7,212,Hypoplectrus unicolor,butter hamlet,10,1
2014-07-20T00:00:00Z,24.62338,-82.8331,13.3,212,Hypoplectrus unicolor,butter hamlet,9,1
2014-06-09T00:00:00Z,24.62695,-82.85535,12.7,212,Hypoplectrus unicolor,butter hamlet,8,1
2014-06-09T00:00:00Z,24.62691,-82.85545,12.2,212,Hypoplectrus unicolor,butter hamlet,6,1
2014-06-09T00:00:00Z,24.62691,-82.85545,12.2,212,Hypoplectrus unicolor,butter hamlet,7,1
2014-07-20T00:00:00Z,24.62714,-82.83747,11,212,Hypoplectrus unicolor,butter hamlet,7,1
2014-07-20T00:00:00Z,24.62714,-82.83747,11,212,Hypoplectrus unicolor,butter hamlet,10,1
2014-06-09T00:00:00Z,24.63481,-82.85803,10.7,212,Hypoplectrus unicolor,butter hamlet,10,1
2014-07-20T00:00:00Z,24.65148,-82.78608,13.9,212,Hypoplectrus unicolor,butter hamlet,9,1
2014-07-20T00:00:00Z,24.65881,-82.78699,8.4,212,Hypoplectrus unicolor,butter hamlet,4,1
2014-07-20T00:00:00Z,24.66352,-82.774,18,212,Hypoplectrus unicolor,butter hamlet,12,1
2014-07-20T00:00:00Z,24.66346,-82.77381,22.8,212,Hypoplectrus unicolor,butter hamlet,8,1
2014-06-09T00:00:00Z,24.62397,-82.85974,7.9,212,Hypoplectrus unicolor,butter hamlet,10,1
2014-06-09T00:00:00Z,24.6239,-82.85971,7.8,212,Hypoplectrus unicolor,butter hamlet,7,1
2014-06-02T00:00:00Z,24.72244,-82.78839,14.2,212,Hypoplectrus unicolor,butter hamlet,8,1
2014-06-02T00:00:00Z,24.72244,-82.78839,14.2,212,Hypoplectrus unicolor,butter hamlet,10,1
2014-06-09T00:00:00Z,24.59467,-82.87807,6.3,212,Hypoplectrus unicolor,butter hamlet,9,1
2014-07-20T00:00:00Z,24.65227,-82.78785,10,212,Hypoplectrus unicolor,butter hamlet,6,1
2014-07-20T00:00:00Z,24.65226,-82.78793,10.1,212,Hypoplectrus unicolor,butter hamlet,7,1
2014-06-06T00:00:00Z,24.59859,-82.91606,9,212,Hypoplectrus unicolor,butter hamlet,10,1
2014-06-06T00:00:00Z,24.66692,-82.83452,6.4,212,Hypoplectrus unicolor,butter hamlet,10,1
2014-06-09T00:00:00Z,24.58149,-82.90782,12.2,212,Hypoplectrus unicolor,butter hamlet,7,1
2014-06-09T00:00:00Z,24.5811,-82.88802,14.9,212,Hypoplectrus unicolor,butter hamlet,8,1
2014-06-09T00:00:00Z,24.58103,-82.88788,16.3,212,Hypoplectrus unicolor,butter hamlet,6,1
2014-06-09T00:00:00Z,24.58103,-82.88788,16.3,212,Hypoplectrus unicolor,butter hamlet,7,1
2014-06-09T00:00:00Z,24.59255,-82.87194,12.1,212,Hypoplectrus unicolor,butter hamlet,10,1
2014-07-20T00:00:00Z,24.65527,-82.78433,14.8,212,Hypoplectrus unicolor,butter hamlet,10,1
2014-07-20T00:00:00Z,24.63626,-82.84566,14.2,212,Hypoplectrus unicolor,butter hamlet,4,1
2014-07-26T00:00:00Z,24.56853,-82.9514,19.8,212,Hypoplectrus unicolor,butter hamlet,7,1
2014-07-26T00:00:00Z,24.56837,-82.9515,17.4,212,Hypoplectrus unicolor,butter hamlet,9,1
2014-07-26T00:00:00Z,24.57776,-82.95252,19.4,212,Hypoplectrus unicolor,butter hamlet,7,1
2014-07-26T00:00:00Z,24.57776,-82.95252,18.5,212,Hypoplectrus unicolor,butter hamlet,8,1
2014-07-26T00:00:00Z,24.58313,-82.93193,13.6,212,Hypoplectrus unicolor,butter hamlet,8,2
2014-07-26T00:00:00Z,24.58409,-82.93027,10.7,212,Hypoplectrus unicolor,butter hamlet,4,1
2014-07-26T00:00:00Z,24.58409,-82.93027,10.7,212,Hypoplectrus unicolor,butter hamlet,9,1
2014-07-26T00:00:00Z,24.58409,-82.93027,12.1,212,Hypoplectrus unicolor,butter hamlet,4,2
2014-07-26T00:00:00Z,24.58409,-82.93027,12.1,212,Hypoplectrus unicolor,butter hamlet,6,1
2014-07-21T00:00:00Z,24.58493,-82.97284,14.5,212,Hypoplectrus unicolor,butter hamlet,6,1
2014-07-21T00:00:00Z,24.58493,-82.97284,14.5,212,Hypoplectrus unicolor,butter hamlet,7,1
2014-07-26T00:00:00Z,24.58541,-82.93244,12.8,212,Hypoplectrus unicolor,butter hamlet,8,1
2014-07-26T00:00:00Z,24.58541,-82.93244,12.8,212,Hypoplectrus unicolor,butter hamlet,9,1
2014-07-21T00:00:00Z,24.58609,-82.98675,18.2,212,Hypoplectrus unicolor,butter hamlet,7,1
2014-07-26T00:00:00Z,24.58713,-82.91006,9,212,Hypoplectrus unicolor,butter hamlet,4,1
2014-07-21T00:00:00Z,24.59579,-82.96488,13,212,Hypoplectrus unicolor,butter hamlet,4,1
2014-07-21T00:00:00Z,24.59565,-82.96483,13.4,212,Hypoplectrus unicolor,butter hamlet,7,1
2014-07-21T00:00:00Z,24.59831,-82.95896,15.9,212,Hypoplectrus unicolor,butter hamlet,4,1
2014-06-09T00:00:00Z,24.57074,-82.90636,16.8,212,Hypoplectrus unicolor,butter hamlet,10,1
2014-06-09T00:00:00Z,24.5707,-82.90625,16.5,212,Hypoplectrus unicolor,butter hamlet,8,1
2014-07-27T00:00:00Z,24.63096,-82.9688,19.1,212,Hypoplectrus unicolor,butter hamlet,4,1
2014-07-27T00:00:00Z,24.63096,-82.9688,19.1,212,Hypoplectrus unicolor,butter hamlet,5,2
2014-07-27T00:00:00Z,24.63096,-82.9688,19.1,212,Hypoplectrus unicolor,butter hamlet,7,1
2014-07-27T00:00:00Z,24.6309,-82.96887,23,212,Hypoplectrus unicolor,butter hamlet,7,2
2014-07-27T00:00:00Z,24.6309,-82.96887,23,212,Hypoplectrus unicolor,butter hamlet,9,2
2014-07-27T00:00:00Z,24.62954,-82.96549,22.3,212,Hypoplectrus unicolor,butter hamlet,8,2
2014-06-08T00:00:00Z,24.62914,-82.96551,19.2,212,Hypoplectrus unicolor,butter hamlet,7,1
2014-06-08T00:00:00Z,24.62914,-82.96551,19.2,212,Hypoplectrus unicolor,butter hamlet,8,1
2014-06-08T00:00:00Z,24.62917,-82.96562,19.7,212,Hypoplectrus unicolor,butter hamlet,5,1
2014-07-27T00:00:00Z,24.65171,-82.95313,16.8,212,Hypoplectrus unicolor,butter hamlet,7,1
2014-07-27T00:00:00Z,24.65202,-82.9572,23.2,212,Hypoplectrus unicolor,butter hamlet,9,1
2014-07-27T00:00:00Z,24.6563,-82.93989,20.9,212,Hypoplectrus unicolor,butter hamlet,5,1
2014-07-27T00:00:00Z,24.6563,-82.93989,20.9,212,Hypoplectrus unicolor,butter hamlet,8,1
2014-07-27T00:00:00Z,24.6563,-82.94009,20.7,212,Hypoplectrus unicolor,butter hamlet,9,1
2014-07-27T00:00:00Z,24.65605,-82.9387,19.5,212,Hypoplectrus unicolor,butter hamlet,10,2
2014-07-27T00:00:00Z,24.65605,-82.9387,20,212,Hypoplectrus unicolor,butter hamlet,8,1
2014-07-27T00:00:00Z,24.65605,-82.9387,20,212,Hypoplectrus unicolor,butter hamlet,9,1
2014-07-27T00:00:00Z,24.65651,-82.93499,17,212,Hypoplectrus unicolor,butter hamlet,5,1
2014-07-27T00:00:00Z,24.65661,-82.93502,14.9,212,Hypoplectrus unicolor,butter hamlet,7,1
2014-07-27T00:00:00Z,24.65661,-82.93502,14.9,212,Hypoplectrus unicolor,butter hamlet,8,1
2014-06-08T00:00:00Z,24.65861,-82.93805,20.6,212,Hypoplectrus unicolor,butter hamlet,9,1
2014-06-08T00:00:00Z,24.65862,-82.93813,23.5,212,Hypoplectrus unicolor,butter hamlet,9,1
2014-06-08T00:00:00Z,24.6604,-82.93748,18.8,212,Hypoplectrus unicolor,butter hamlet,6,1
2014-06-08T00:00:00Z,24.66054,-82.93757,15.9,212,Hypoplectrus unicolor,butter hamlet,9,1
2014-07-27T00:00:00Z,24.66242,-82.9315,15.9,212,Hypoplectrus unicolor,butter hamlet,7,2
2014-07-27T00:00:00Z,24.66242,-82.9315,15.9,212,Hypoplectrus unicolor,butter hamlet,9,1
2014-07-27T00:00:00Z,24.6623,-82.93158,16,212,Hypoplectrus unicolor,butter hamlet,10,1
2014-06-08T00:00:00Z,24.66907,-82.92787,18.8,212,Hypoplectrus unicolor,butter hamlet,8,1
2014-06-08T00:00:00Z,24.66931,-82.92805,16.6,212,Hypoplectrus unicolor,butter hamlet,8,1
2014-06-08T00:00:00Z,24.66931,-82.92805,16.6,212,Hypoplectrus unicolor,butter hamlet,10,1
2014-06-08T00:00:00Z,24.67044,-82.92766,14.1,212,Hypoplectrus unicolor,butter hamlet,8,1
2014-06-06T00:00:00Z,24.62496,-82.90057,9,212,Hypoplectrus unicolor,butter hamlet,6,1
2014-06-06T00:00:00Z,24.62506,-82.90051,9,212,Hypoplectrus unicolor,butter hamlet,7,1
2014-06-08T00:00:00Z,24.63098,-82.9682,23.7,212,Hypoplectrus unicolor,butter hamlet,7,1
2014-06-08T00:00:00Z,24.63098,-82.9682,18.6,212,Hypoplectrus unicolor,butter hamlet,4,3
2014-06-08T00:00:00Z,24.63098,-82.9682,18.6,212,Hypoplectrus unicolor,butter hamlet,6,1
2014-06-03T00:00:00Z,24.72068,-82.85492,15.1,212,Hypoplectrus unicolor,butter hamlet,8,1
2014-06-02T00:00:00Z,24.72665,-82.81002,16.7,212,Hypoplectrus unicolor,butter hamlet,10,1
2014-06-02T00:00:00Z,24.72669,-82.8101,17.3,212,Hypoplectrus unicolor,butter hamlet,8,1
2014-06-02T00:00:00Z,24.72624,-82.80516,17.6,212,Hypoplectrus unicolor,butter hamlet,9,1
2014-06-02T00:00:00Z,24.72634,-82.8054,16.5,212,Hypoplectrus unicolor,butter hamlet,7,1
2014-06-02T00:00:00Z,24.72683,-82.81263,19.7,212,Hypoplectrus unicolor,butter hamlet,6,1
2014-06-02T00:00:00Z,24.72683,-82.81263,18.2,212,Hypoplectrus unicolor,butter hamlet,11,1
2014-06-02T00:00:00Z,24.72987,-82.80102,17.4,212,Hypoplectrus unicolor,butter hamlet,8,1
2014-06-02T00:00:00Z,24.72981,-82.80103,16.6,212,Hypoplectrus unicolor,butter hamlet,8,1
2014-07-21T00:00:00Z,24.60466,-82.94183,13,212,Hypoplectrus unicolor,butter hamlet,10,1
2014-07-21T00:00:00Z,24.60464,-82.9418,14.6,212,Hypoplectrus unicolor,butter hamlet,9,1
2014-07-21T00:00:00Z,24.60495,-82.94486,15.6,212,Hypoplectrus unicolor,butter hamlet,6,1
2014-07-21T00:00:00Z,24.60495,-82.94486,15.6,212,Hypoplectrus unicolor,butter hamlet,7,1
2014-07-21T00:00:00Z,24.60485,-82.94476,15.2,212,Hypoplectrus unicolor,butter hamlet,6,1
2014-07-21T00:00:00Z,24.60485,-82.94476,15.2,212,Hypoplectrus unicolor,butter hamlet,9,2
2014-07-21T00:00:00Z,24.60922,-82.94503,13.4,212,Hypoplectrus unicolor,butter hamlet,7,1
2014-07-27T00:00:00Z,24.61107,-82.96054,14.8,212,Hypoplectrus unicolor,butter hamlet,7,1
2014-07-27T00:00:00Z,24.61112,-82.96069,14.6,212,Hypoplectrus unicolor,butter hamlet,5,1
2014-07-27T00:00:00Z,24.61112,-82.96069,14.6,212,Hypoplectrus unicolor,butter hamlet,9,1
2014-07-27T00:00:00Z,24.6121,-82.96346,14,212,Hypoplectrus unicolor,butter hamlet,8,1
2014-07-27T00:00:00Z,24.61427,-82.95739,10.8,212,Hypoplectrus unicolor,butter hamlet,9,1
2014-06-08T00:00:00Z,24.63434,-82.96124,19.1,212,Hypoplectrus unicolor,butter hamlet,7,2
2014-06-08T00:00:00Z,24.63434,-82.96124,19.1,212,Hypoplectrus unicolor,butter hamlet,9,1
2014-06-08T00:00:00Z,24.6376,-82.95759,19.5,212,Hypoplectrus unicolor,butter hamlet,10,1
2014-06-08T00:00:00Z,24.6376,-82.95759,14.3,212,Hypoplectrus unicolor,butter hamlet,6,1
2014-07-24T00:00:00Z,24.6673,-82.87282,7.5,212,Hypoplectrus unicolor,butter hamlet,5,1
2014-06-08T00:00:00Z,24.66394,-82.93291,23.1,212,Hypoplectrus unicolor,butter hamlet,10,1
2014-07-24T00:00:00Z,24.6692,-82.87376,6.9,212,Hypoplectrus unicolor,butter hamlet,8,1
2014-07-24T00:00:00Z,24.68007,-82.88527,13.4,212,Hypoplectrus unicolor,butter hamlet,9,2
2014-07-24T00:00:00Z,24.68008,-82.88518,11.2,212,Hypoplectrus unicolor,butter hamlet,4,2
2014-07-24T00:00:00Z,24.68008,-82.88518,11.2,212,Hypoplectrus unicolor,butter hamlet,5,1
2014-06-03T00:00:00Z,24.68876,-82.88634,11.9,212,Hypoplectrus unicolor,butter hamlet,3,1
2014-07-24T00:00:00Z,24.69699,-82.86404,12.4,212,Hypoplectrus unicolor,butter hamlet,7,1
2014-07-24T00:00:00Z,24.69712,-82.86396,9.5,212,Hypoplectrus unicolor,butter hamlet,10,1
2014-07-21T00:00:00Z,24.61071,-82.92999,10.2,212,Hypoplectrus unicolor,butter hamlet,3,1
2014-07-21T00:00:00Z,24.61071,-82.92999,10.2,212,Hypoplectrus unicolor,butter hamlet,5,2
2014-07-21T00:00:00Z,24.61071,-82.92999,10.2,212,Hypoplectrus unicolor,butter hamlet,6,1
2014-06-08T00:00:00Z,24.63984,-82.96163,20.1,212,Hypoplectrus unicolor,butter hamlet,8,2
2014-06-08T00:00:00Z,24.63984,-82.96163,20.1,212,Hypoplectrus unicolor,butter hamlet,9,1
2014-06-08T00:00:00Z,24.63976,-82.96174,21.5,212,Hypoplectrus unicolor,butter hamlet,7,1
2014-07-27T00:00:00Z,24.65734,-82.94464,22.3,212,Hypoplectrus unicolor,butter hamlet,8,1
2014-07-27T00:00:00Z,24.65734,-82.94464,22.3,212,Hypoplectrus unicolor,butter hamlet,9,1
2014-07-27T00:00:00Z,24.65734,-82.94464,22.3,212,Hypoplectrus unicolor,butter hamlet,10,1
2014-07-27T00:00:00Z,24.65729,-82.94462,22,212,Hypoplectrus unicolor,butter hamlet,4,2
2014-07-27T00:00:00Z,24.65729,-82.94462,22,212,Hypoplectrus unicolor,butter hamlet,6,1
2014-06-06T00:00:00Z,24.62664,-82.89927,8.4,212,Hypoplectrus unicolor,butter hamlet,4,1
2014-06-06T00:00:00Z,24.61355,-82.9023,10.2,212,Hypoplectrus unicolor,butter hamlet,8,1
2014-06-06T00:00:00Z,24.61347,-82.90234,10.2,212,Hypoplectrus unicolor,butter hamlet,8,1
2014-07-24T00:00:00Z,24.61544,-82.94132,8.4,212,Hypoplectrus unicolor,butter hamlet,7,1
2014-07-24T00:00:00Z,24.61547,-82.94124,9.8,212,Hypoplectrus unicolor,butter hamlet,5,1
2014-07-24T00:00:00Z,24.61547,-82.94124,9.8,212,Hypoplectrus unicolor,butter hamlet,6,1
2014-07-27T00:00:00Z,24.65043,-82.95653,18,212,Hypoplectrus unicolor,butter hamlet,6,1
2014-07-27T00:00:00Z,24.65049,-82.95654,18.8,212,Hypoplectrus unicolor,butter hamlet,5,2
2014-07-27T00:00:00Z,24.65188,-82.9411,13,212,Hypoplectrus unicolor,butter hamlet,6,1
2014-06-03T00:00:00Z,24.71788,-82.85932,13.4,212,Hypoplectrus unicolor,butter hamlet,7,1
2014-07-27T00:00:00Z,24.60742,-82.96232,10.6,212,Hypoplectrus unicolor,butter hamlet,4,1
2014-07-27T00:00:00Z,24.60742,-82.96232,10.6,212,Hypoplectrus unicolor,butter hamlet,6,1
2014-07-27T00:00:00Z,24.60742,-82.96232,10.6,212,Hypoplectrus unicolor,butter hamlet,8,1
2014-07-27T00:00:00Z,24.60648,-82.96397,14.7,212,Hypoplectrus unicolor,butter hamlet,7,1
2014-07-27T00:00:00Z,24.60648,-82.96397,14.7,212,Hypoplectrus unicolor,butter hamlet,10,1
2014-07-27T00:00:00Z,24.60638,-82.96398,15.8,212,Hypoplectrus unicolor,butter hamlet,4,2
2014-07-27T00:00:00Z,24.60638,-82.96398,15.8,212,Hypoplectrus unicolor,butter hamlet,6,1
2014-06-06T00:00:00Z,24.62324,-82.90176,9,212,Hypoplectrus unicolor,butter hamlet,6,1
2014-06-08T00:00:00Z,24.63298,-82.9668,21.4,212,Hypoplectrus unicolor,butter hamlet,8,1
2014-06-08T00:00:00Z,24.63284,-82.96688,22.9,212,Hypoplectrus unicolor,butter hamlet,9,1
2014-06-08T00:00:00Z,24.64076,-82.96701,21.7,212,Hypoplectrus unicolor,butter hamlet,7,1
2014-06-08T00:00:00Z,24.64062,-82.96698,19.7,212,Hypoplectrus unicolor,butter hamlet,6,1
